[17,22,36]
Strategy:CMT_18-24_OTB-OTM,CMT_24-40_OTB-OTM,CST_18-24_OTBpur,CST_24-40_OTB-OTM-OTT,CST_24-40_OTB-OTT,CST_24-40_OTBpur,GPV_18-24_OTB-OTT,GPV_24-40_OTB-OTM-OTT,GPV_24-40_OTB-OTT,GPV_24-40_OTBpur,GST_18-24_OTB-OTM,GST_24-40_OTBpur,XMA_18-24_OTBpur,XST_18-24_OTB-OTT,XST_24-40_OTB-OTM-OTT,XST_24-40_OTB-OTT,XST_24-40_OTBpur
Metier:OTB_CMT_18-24,OTM_CMT_18-24,OTB_CMT_24-40,OTM_CMT_24-40,OTB_CST_18-24,OTB_CST_24-40,OTM_CST_24-40,OTT_CST_24-40,OTB_GPV_18-24,OTT_GPV_18-24,OTB_GPV_24-40,OTM_GPV_24-40,OTT_GPV_24-40,OTB_GST_18-24,OTM_GST_18-24,OTB_GST_24-40,OTB_XMA_18-24,OTB_XST_18-24,OTT_XST_18-24,OTB_XST_24-40,OTM_XST_24-40,OTT_XST_24-40
TimeStep:0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0;0;35;0
0;1;35;0
1;2;0;1
1;3;0;0
1;2;1;1
1;3;1;0
1;2;2;1
1;3;2;0
1;2;3;1
1;3;3;0
1;2;4;1
1;3;4;0
1;2;5;1
1;3;5;0
1;2;6;1
1;3;6;0
1;2;7;1
1;3;7;0
1;2;8;0.7428
1;3;8;0.2572
1;2;9;0.9768
1;3;9;0.0232
1;2;10;1
1;3;10;0
1;2;11;1
1;3;11;0
1;2;12;1
1;3;12;0
1;2;13;1
1;3;13;0
1;2;14;1
1;3;14;0
1;2;15;1
1;3;15;0
1;2;16;1
1;3;16;0
1;2;17;0.8276
1;3;17;0.1724
1;2;18;1
1;3;18;0
1;2;19;0.7919
1;3;19;0.2081
1;2;20;0.7812
1;3;20;0.2188
1;2;21;0.8507
1;3;21;0.1493
1;2;22;0.7695
1;3;22;0.2305
1;2;23;0.801
1;3;23;0.199
1;2;24;0.8193
1;3;24;0.1807
1;2;25;0.8185
1;3;25;0.1815
1;2;26;0.9156
1;3;26;0.0844
1;2;27;0.8347
1;3;27;0.1653
1;2;28;1
1;3;28;0
1;2;29;0.9879
1;3;29;0.0121
1;2;30;0.9831
1;3;30;0.0169
1;2;31;0.972
1;3;31;0.028
1;2;32;0.863
1;3;32;0.137
1;2;33;0.7875
1;3;33;0.2125
1;2;34;0.7069
1;3;34;0.2931
1;2;35;0.5937
1;3;35;0.4063
2;4;0;1
2;4;1;1
2;4;2;1
2;4;3;1
2;4;4;1
2;4;5;1
2;4;6;1
2;4;7;1
2;4;8;1
2;4;9;1
2;4;10;1
2;4;11;1
2;4;12;1
2;4;13;1
2;4;14;1
2;4;15;1
2;4;16;1
2;4;17;1
2;4;18;1
2;4;19;1
2;4;20;1
2;4;21;1
2;4;22;1
2;4;23;1
2;4;24;1
2;4;25;1
2;4;26;1
2;4;27;1
2;4;28;1
2;4;29;1
2;4;30;1
2;4;31;1
2;4;32;1
2;4;33;1
2;4;34;1
2;4;35;1
3;5;0;0.339
3;6;0;0.661
3;7;0;0
3;5;1;1
3;6;1;0
3;7;1;0
3;5;2;1
3;6;2;0
3;7;2;0
3;5;3;1
3;6;3;0
3;7;3;0
3;5;4;1
3;6;4;0
3;7;4;0
3;5;5;1
3;6;5;0
3;7;5;0
3;5;6;1
3;6;6;0
3;7;6;0
3;5;7;1
3;6;7;0
3;7;7;0
3;5;8;1
3;6;8;0
3;7;8;0
3;5;9;0.6095
3;6;9;0.3905
3;7;9;0
3;5;10;0.0652
3;6;10;0.9348
3;7;10;0
3;5;11;0.1517
3;6;11;0.8483
3;7;11;0
3;5;12;0.0536
3;6;12;0.9464
3;7;12;0
3;5;13;0
3;6;13;1
3;7;13;0
3;5;14;0.8644
3;6;14;0.1356
3;7;14;0
3;5;15;0.9771
3;6;15;0
3;7;15;0.0229
3;5;16;0
3;6;16;0
3;7;16;1
3;5;17;0
3;6;17;0
3;7;17;1
3;5;18;0.0551
3;6;18;0
3;7;18;0.9449
3;5;19;0
3;6;19;0
3;7;19;1
3;5;20;0
3;6;20;0
3;7;20;1
3;5;21;0
3;6;21;1
3;7;21;0
3;5;22;0
3;6;22;1
3;7;22;0
3;5;23;0
3;6;23;0.9288
3;7;23;0.0712
3;5;24;0
3;6;24;1
3;7;24;0
3;5;25;0
3;6;25;0.1454
3;7;25;0.8546
3;5;26;0.1894
3;6;26;0
3;7;26;0.8106
3;5;27;0
3;6;27;0
3;7;27;1
3;5;28;0
3;6;28;0
3;7;28;1
3;5;29;0
3;6;29;0
3;7;29;1
3;5;30;0
3;6;30;0
3;7;30;1
3;5;31;0
3;6;31;0
3;7;31;1
3;5;32;0
3;6;32;0
3;7;32;1
3;5;33;0
3;6;33;0
3;7;33;1
3;5;34;0
3;6;34;0.5852
3;7;34;0.4148
3;5;35;0
3;6;35;1
3;7;35;0
4;5;0;0
4;7;0;0
4;5;1;0
4;7;1;0
4;5;2;0
4;7;2;0
4;5;3;0
4;7;3;0
4;5;4;0
4;7;4;0
4;5;5;0
4;7;5;0
4;5;6;1
4;7;6;0
4;5;7;1
4;7;7;0
4;5;8;1
4;7;8;0
4;5;9;1
4;7;9;0
4;5;10;1
4;7;10;0
4;5;11;1
4;7;11;0
4;5;12;1
4;7;12;0
4;5;13;1
4;7;13;0
4;5;14;1
4;7;14;0
4;5;15;1
4;7;15;0
4;5;16;1
4;7;16;0
4;5;17;1
4;7;17;0
4;5;18;1
4;7;18;0
4;5;19;1
4;7;19;0
4;5;20;1
4;7;20;0
4;5;21;1
4;7;21;0
4;5;22;1
4;7;22;0
4;5;23;1
4;7;23;0
4;5;24;0.0494
4;7;24;0.9506
4;5;25;0
4;7;25;1
4;5;26;0
4;7;26;1
4;5;27;0
4;7;27;1
4;5;28;0
4;7;28;1
4;5;29;0
4;7;29;1
4;5;30;0
4;7;30;1
4;5;31;0
4;7;31;1
4;5;32;0
4;7;32;1
4;5;33;0
4;7;33;1
4;5;34;0
4;7;34;1
4;5;35;0
4;7;35;0
5;5;0;1
5;5;1;1
5;5;2;1
5;5;3;1
5;5;4;1
5;5;5;1
5;5;6;1
5;5;7;1
5;5;8;1
5;5;9;1
5;5;10;1
5;5;11;1
5;5;12;1
5;5;13;1
5;5;14;1
5;5;15;1
5;5;16;1
5;5;17;1
5;5;18;1
5;5;19;1
5;5;20;1
5;5;21;1
5;5;22;1
5;5;23;1
5;5;24;1
5;5;25;1
5;5;26;1
5;5;27;1
5;5;28;1
5;5;29;1
5;5;30;1
5;5;31;1
5;5;32;1
5;5;33;1
5;5;34;1
5;5;35;1
6;8;0;1
6;9;0;0
6;8;1;1
6;9;1;0
6;8;2;1
6;9;2;0
6;8;3;1
6;9;3;0
6;8;4;1
6;9;4;0
6;8;5;1
6;9;5;0
6;8;6;1
6;9;6;0
6;8;7;1
6;9;7;0
6;8;8;1
6;9;8;0
6;8;9;1
6;9;9;0
6;8;10;1
6;9;10;0
6;8;11;1
6;9;11;0
6;8;12;1
6;9;12;0
6;8;13;1
6;9;13;0
6;8;14;1
6;9;14;0
6;8;15;1
6;9;15;0
6;8;16;1
6;9;16;0
6;8;17;1
6;9;17;0
6;8;18;1
6;9;18;0
6;8;19;1
6;9;19;0
6;8;20;1
6;9;20;0
6;8;21;1
6;9;21;0
6;8;22;1
6;9;22;0
6;8;23;1
6;9;23;0
6;8;24;1
6;9;24;0
6;8;25;1
6;9;25;0
6;8;26;1
6;9;26;0
6;8;27;1
6;9;27;0
6;8;28;1
6;9;28;0
6;8;29;1
6;9;29;0
6;8;30;0.1652
6;9;30;0.8348
6;8;31;0
6;9;31;1
6;8;32;0
6;9;32;1
6;8;33;0
6;9;33;1
6;8;34;0
6;9;34;1
6;8;35;0
6;9;35;1
7;10;0;0.3882
7;11;0;0.6118
7;12;0;0
7;10;1;0.9633
7;11;1;0.0367
7;12;1;0
7;10;2;1
7;11;2;0
7;12;2;0
7;10;3;1
7;11;3;0
7;12;3;0
7;10;4;1
7;11;4;0
7;12;4;0
7;10;5;0.9082
7;11;5;0.0918
7;12;5;0
7;10;6;1
7;11;6;0
7;12;6;0
7;10;7;0.7389
7;11;7;0.2611
7;12;7;0
7;10;8;1
7;11;8;0
7;12;8;0
7;10;9;0.9643
7;11;9;0.0357
7;12;9;0
7;10;10;0.8441
7;11;10;0.1559
7;12;10;0
7;10;11;0.4028
7;11;11;0.5972
7;12;11;0
7;10;12;0.4369
7;11;12;0.5631
7;12;12;0
7;10;13;0.8407
7;11;13;0.1593
7;12;13;0
7;10;14;1
7;11;14;0
7;12;14;0
7;10;15;1
7;11;15;0
7;12;15;0
7;10;16;1
7;11;16;0
7;12;16;0
7;10;17;1
7;11;17;0
7;12;17;0
7;10;18;0.8677
7;11;18;0.1323
7;12;18;0
7;10;19;0.309
7;11;19;0.691
7;12;19;0
7;10;20;1
7;11;20;0
7;12;20;0
7;10;21;0.9406
7;11;21;0.0594
7;12;21;0
7;10;22;0.9396
7;11;22;0.0604
7;12;22;0
7;10;23;0.3538
7;11;23;0.6462
7;12;23;0
7;10;24;0.5147
7;11;24;0.2582
7;12;24;0.2271
7;10;25;0.1983
7;11;25;0.0659
7;12;25;0.7358
7;10;26;0
7;11;26;0
7;12;26;1
7;10;27;0
7;11;27;0
7;12;27;1
7;10;28;0
7;11;28;0
7;12;28;1
7;10;29;0.0395
7;11;29;0.0583
7;12;29;0.9022
7;10;30;0.049
7;11;30;0
7;12;30;0.951
7;10;31;0
7;11;31;0
7;12;31;1
7;10;32;0
7;11;32;0
7;12;32;1
7;10;33;0
7;11;33;0
7;12;33;1
7;10;34;0
7;11;34;0
7;12;34;1
7;10;35;0.1862
7;11;35;0.0915
7;12;35;0.7223
8;10;0;0
8;12;0;1
8;10;1;0
8;12;1;1
8;10;2;0.0319
8;12;2;0.9681
8;10;3;0
8;12;3;1
8;10;4;0
8;12;4;1
8;10;5;0
8;12;5;1
8;10;6;0
8;12;6;1
8;10;7;0
8;12;7;1
8;10;8;0
8;12;8;1
8;10;9;0
8;12;9;1
8;10;10;0
8;12;10;1
8;10;11;0
8;12;11;1
8;10;12;0
8;12;12;1
8;10;13;0
8;12;13;1
8;10;14;0
8;12;14;1
8;10;15;0
8;12;15;1
8;10;16;0
8;12;16;1
8;10;17;0
8;12;17;1
8;10;18;0
8;12;18;1
8;10;19;0
8;12;19;1
8;10;20;0
8;12;20;1
8;10;21;0
8;12;21;1
8;10;22;0
8;12;22;1
8;10;23;0
8;12;23;1
8;10;24;0
8;12;24;1
8;10;25;0
8;12;25;1
8;10;26;0
8;12;26;1
8;10;27;0
8;12;27;1
8;10;28;0
8;12;28;1
8;10;29;0
8;12;29;1
8;10;30;0.0553
8;12;30;0.9447
8;10;31;0
8;12;31;1
8;10;32;0
8;12;32;1
8;10;33;0
8;12;33;1
8;10;34;0
8;12;34;1
8;10;35;0
8;12;35;1
9;10;0;1
9;10;1;1
9;10;2;1
9;10;3;1
9;10;4;1
9;10;5;1
9;10;6;1
9;10;7;1
9;10;8;1
9;10;9;1
9;10;10;1
9;10;11;1
9;10;12;1
9;10;13;1
9;10;14;1
9;10;15;1
9;10;16;1
9;10;17;1
9;10;18;1
9;10;19;1
9;10;20;1
9;10;21;1
9;10;22;1
9;10;23;1
9;10;24;1
9;10;25;1
9;10;26;1
9;10;27;1
9;10;28;1
9;10;29;1
9;10;30;1
9;10;31;1
9;10;32;1
9;10;33;1
9;10;34;1
9;10;35;1
10;13;0;0.894
10;14;0;0.106
10;13;1;0.9251
10;14;1;0.0749
10;13;2;0.9228
10;14;2;0.0772
10;13;3;0.94
10;14;3;0.06
10;13;4;1
10;14;4;0
10;13;5;1
10;14;5;0
10;13;6;1
10;14;6;0
10;13;7;1
10;14;7;0
10;13;8;1
10;14;8;0
10;13;9;0.9986
10;14;9;0.0014
10;13;10;1
10;14;10;0
10;13;11;1
10;14;11;0
10;13;12;1
10;14;12;0
10;13;13;1
10;14;13;0
10;13;14;1
10;14;14;0
10;13;15;1
10;14;15;0
10;13;16;1
10;14;16;0
10;13;17;1
10;14;17;0
10;13;18;1
10;14;18;0
10;13;19;1
10;14;19;0
10;13;20;1
10;14;20;0
10;13;21;1
10;14;21;0
10;13;22;1
10;14;22;0
10;13;23;1
10;14;23;0
10;13;24;1
10;14;24;0
10;13;25;1
10;14;25;0
10;13;26;1
10;14;26;0
10;13;27;1
10;14;27;0
10;13;28;0.9926
10;14;28;0.0074
10;13;29;0.9952
10;14;29;0.0048
10;13;30;0.9971
10;14;30;0.0029
10;13;31;0.9937
10;14;31;0.0063
10;13;32;1
10;14;32;0
10;13;33;1
10;14;33;0
10;13;34;1
10;14;34;0
10;13;35;1
10;14;35;0
11;15;0;1
11;15;1;1
11;15;2;1
11;15;3;1
11;15;4;1
11;15;5;1
11;15;6;1
11;15;7;1
11;15;8;1
11;15;9;1
11;15;10;1
11;15;11;1
11;15;12;1
11;15;13;1
11;15;14;1
11;15;15;1
11;15;16;1
11;15;17;1
11;15;18;1
11;15;19;1
11;15;20;1
11;15;21;1
11;15;22;1
11;15;23;1
11;15;24;1
11;15;25;1
11;15;26;1
11;15;27;1
11;15;28;1
11;15;29;1
11;15;30;1
11;15;31;1
11;15;32;1
11;15;33;1
11;15;34;1
11;15;35;1
12;16;0;1
12;16;1;1
12;16;2;1
12;16;3;1
12;16;4;1
12;16;5;1
12;16;6;1
12;16;7;1
12;16;8;1
12;16;9;1
12;16;10;1
12;16;11;1
12;16;12;1
12;16;13;1
12;16;14;1
12;16;15;1
12;16;16;1
12;16;17;1
12;16;18;1
12;16;19;1
12;16;20;1
12;16;21;1
12;16;22;1
12;16;23;1
12;16;24;1
12;16;25;1
12;16;26;1
12;16;27;1
12;16;28;1
12;16;29;1
12;16;30;1
12;16;31;1
12;16;32;1
12;16;33;1
12;16;34;1
12;16;35;1
13;17;0;1
13;18;0;0
13;17;1;1
13;18;1;0
13;17;2;1
13;18;2;0
13;17;3;1
13;18;3;0
13;17;4;1
13;18;4;0
13;17;5;1
13;18;5;0
13;17;6;1
13;18;6;0
13;17;7;1
13;18;7;0
13;17;8;1
13;18;8;0
13;17;9;1
13;18;9;0
13;17;10;1
13;18;10;0
13;17;11;1
13;18;11;0
13;17;12;1
13;18;12;0
13;17;13;1
13;18;13;0
13;17;14;1
13;18;14;0
13;17;15;1
13;18;15;0
13;17;16;1
13;18;16;0
13;17;17;1
13;18;17;0
13;17;18;1
13;18;18;0
13;17;19;1
13;18;19;0
13;17;20;0.4149
13;18;20;0.5851
13;17;21;0.0223
13;18;21;0.9777
13;17;22;0
13;18;22;1
13;17;23;0
13;18;23;1
13;17;24;0
13;18;24;1
13;17;25;0
13;18;25;1
13;17;26;0
13;18;26;1
13;17;27;0
13;18;27;1
13;17;28;0
13;18;28;1
13;17;29;0
13;18;29;1
13;17;30;0
13;18;30;1
13;17;31;0
13;18;31;1
13;17;32;0
13;18;32;1
13;17;33;0
13;18;33;1
13;17;34;0
13;18;34;1
13;17;35;0
13;18;35;1
14;19;0;0.7762
14;20;0;0.2238
14;21;0;0
14;19;1;0.9508
14;20;1;0.0492
14;21;1;0
14;19;2;1
14;20;2;0
14;21;2;0
14;19;3;1
14;20;3;0
14;21;3;0
14;19;4;1
14;20;4;0
14;21;4;0
14;19;5;1
14;20;5;0
14;21;5;0
14;19;6;1
14;20;6;0
14;21;6;0
14;19;7;1
14;20;7;0
14;21;7;0
14;19;8;1
14;20;8;0
14;21;8;0
14;19;9;1
14;20;9;0
14;21;9;0
14;19;10;1
14;20;10;0
14;21;10;0
14;19;11;0.7522
14;20;11;0.2478
14;21;11;0
14;19;12;0.1537
14;20;12;0.8463
14;21;12;0
14;19;13;0.4609
14;20;13;0.5391
14;21;13;0
14;19;14;1
14;20;14;0
14;21;14;0
14;19;15;1
14;20;15;0
14;21;15;0
14;19;16;1
14;20;16;0
14;21;16;0
14;19;17;1
14;20;17;0
14;21;17;0
14;19;18;0.9836
14;20;18;0.0164
14;21;18;0
14;19;19;0.9899
14;20;19;0.0101
14;21;19;0
14;19;20;0.4395
14;20;20;0
14;21;20;0.5605
14;19;21;0.0929
14;20;21;0
14;21;21;0.9071
14;19;22;0.0428
14;20;22;0
14;21;22;0.9572
14;19;23;0
14;20;23;0.2509
14;21;23;0.7491
14;19;24;0
14;20;24;0.3115
14;21;24;0.6885
14;19;25;0
14;20;25;0.0252
14;21;25;0.9748
14;19;26;0.0468
14;20;26;0
14;21;26;0.9532
14;19;27;0
14;20;27;0
14;21;27;1
14;19;28;0
14;20;28;0
14;21;28;1
14;19;29;0
14;20;29;0
14;21;29;1
14;19;30;0
14;20;30;0
14;21;30;1
14;19;31;0
14;20;31;0
14;21;31;1
14;19;32;0
14;20;32;0
14;21;32;1
14;19;33;0
14;20;33;0
14;21;33;1
14;19;34;0
14;20;34;0.0252
14;21;34;0.9748
14;19;35;0
14;20;35;0.2179
14;21;35;0.7821
15;19;0;0.9748
15;21;0;0.0252
15;19;1;0.8979
15;21;1;0.1021
15;19;2;1
15;21;2;0
15;19;3;1
15;21;3;0
15;19;4;1
15;21;4;0
15;19;5;1
15;21;5;0
15;19;6;1
15;21;6;0
15;19;7;1
15;21;7;0
15;19;8;1
15;21;8;0
15;19;9;0.846
15;21;9;0.154
15;19;10;0.8429
15;21;10;0.1571
15;19;11;0.8573
15;21;11;0.1427
15;19;12;0.9186
15;21;12;0.0814
15;19;13;1
15;21;13;0
15;19;14;1
15;21;14;0
15;19;15;0.9691
15;21;15;0.0309
15;19;16;0.7787
15;21;16;0.2213
15;19;17;0.7743
15;21;17;0.2257
15;19;18;0.7059
15;21;18;0.2941
15;19;19;0.7122
15;21;19;0.2878
15;19;20;0.3384
15;21;20;0.6616
15;19;21;0.2485
15;21;21;0.7515
15;19;22;0.3082
15;21;22;0.6918
15;19;23;0.2593
15;21;23;0.7407
15;19;24;0.1457
15;21;24;0.8543
15;19;25;0
15;21;25;1
15;19;26;0.0208
15;21;26;0.9792
15;19;27;0.1242
15;21;27;0.8758
15;19;28;0.0828
15;21;28;0.9172
15;19;29;0.0116
15;21;29;0.9884
15;19;30;0
15;21;30;1
15;19;31;0
15;21;31;1
15;19;32;0.0521
15;21;32;0.9479
15;19;33;0.0692
15;21;33;0.9308
15;19;34;0.0702
15;21;34;0.9298
15;19;35;0.0301
15;21;35;0.9699
16;19;0;1
16;19;1;1
16;19;2;1
16;19;3;1
16;19;4;1
16;19;5;1
16;19;6;1
16;19;7;1
16;19;8;1
16;19;9;1
16;19;10;1
16;19;11;1
16;19;12;1
16;19;13;1
16;19;14;1
16;19;15;1
16;19;16;1
16;19;17;1
16;19;18;1
16;19;19;1
16;19;20;1
16;19;21;1
16;19;22;1
16;19;23;1
16;19;24;1
16;19;25;1
16;19;26;1
16;19;27;1
16;19;28;1
16;19;29;1
16;19;30;1
16;19;31;1
16;19;32;1
16;19;33;1
16;19;34;1
16;19;35;1
