[17,12]
Strategy:CMT_18-24_OTB-OTM,CMT_24-40_OTB-OTM,CST_18-24_OTBpur,CST_24-40_OTB-OTM-OTT,CST_24-40_OTB-OTT,CST_24-40_OTBpur,GPV_18-24_OTB-OTT,GPV_24-40_OTB-OTM-OTT,GPV_24-40_OTB-OTT,GPV_24-40_OTBpur,GST_18-24_OTB-OTM,GST_24-40_OTBpur,XMA_18-24_OTBpur,XST_18-24_OTB-OTT,XST_24-40_OTB-OTM-OTT,XST_24-40_OTB-OTT,XST_24-40_OTBpur
Month:0,1,2,3,4,5,6,7,8,9,10,11
0;0;7.932802377
0;1;7.927292606
0;2;7.922017344
0;3;7.916847302
0;4;7.909563587
0;5;7.903716349
0;6;7.896700375
0;7;7.892685055
0;8;7.887549872
0;9;7.881025803
0;10;7.877420769
0;11;0
1;0;9.139028764
1;1;9.135982311
1;2;9.132581207
1;3;9.129422599
1;4;9.12719089
1;5;9.126345853
1;6;9.124337053
1;7;9.122225956
1;8;9.118381088
1;9;9.115330338
1;10;9.113183553
1;11;9.11127229
2;0;9.010379669
2;1;9.015980333
2;2;9.021077767
2;3;9.029126209
2;4;9.036079112
2;5;9.041876471
2;6;9.055597692
2;7;9.063964745
2;8;9.072792103
2;9;9.081342246
2;10;9.089066502
2;11;9.09760563
3;0;9.222248946
3;1;9.223085449
3;2;9.22483199
3;3;9.22589003
3;4;9.226180329
3;5;9.227381967
3;6;9.228651819
3;7;9.23030357
3;8;9.231985448
3;9;9.233545825
3;10;9.233179938
3;11;9.232733005
4;0;9.250849365
4;1;9.251856649
4;2;9.25269935
4;3;9.253615956
4;4;9.254661421
4;5;9.255695543
4;6;9.256626828
4;7;9.257765152
4;8;9.2588197
4;9;9.25980481
4;10;9.260476476
4;11;0
5;0;9.120499081
5;1;9.122961125
5;2;9.125520865
5;3;9.127072907
5;4;9.127545465
5;5;9.12903297
5;6;9.130697487
5;7;9.131801243
5;8;9.133438917
5;9;9.135270606
5;10;9.138362932
5;11;9.140527308
6;0;9.057640137
6;1;9.055390323
6;2;9.053472796
6;3;9.051593958
6;4;9.049893587
6;5;9.048079364
6;6;9.048708746
6;7;9.05092262
6;8;9.053029653
6;9;9.054532652
6;10;9.054958415
6;11;9.056255938
7;0;9.084461102
7;1;9.08227058
7;2;9.079637092
7;3;9.076968314
7;4;9.07477813
7;5;9.071061716
7;6;9.068708632
7;7;9.067521008
7;8;9.065436861
7;9;9.06196083
7;10;9.059121892
7;11;9.058068486
8;0;8.14891607
8;1;8.155414948
8;2;8.164871908
8;3;8.176806738
8;4;8.186989186
8;5;8.196530517
8;6;8.206315096
8;7;8.217323576
8;8;8.227571464
8;9;8.23708675
8;10;8.246624027
8;11;8.253621888
9;0;9.168054694
9;1;9.168249531
9;2;9.167973997
9;3;9.170819744
9;4;9.182840353
9;5;9.193891623
9;6;9.206515241
9;7;9.207377283
9;8;9.209031541
9;9;9.217101057
9;10;9.224309303
9;11;9.230139383
10;0;7.978165704
10;1;7.983593807
10;2;7.991065796
10;3;7.999468184
10;4;7.997173987
10;5;7.977560284
10;6;7.950366989
10;7;7.944861556
10;8;7.938661298
10;9;7.951355309
10;10;7.978514302
10;11;7.980031298
11;0;8.908328981
11;1;8.909547604
11;2;8.909005195
11;3;8.910516819
11;4;8.909938309
11;5;8.905288114
11;6;8.900126523
11;7;8.898606768
11;8;8.897285733
11;9;8.896367681
11;10;8.895763291
11;11;8.891660452
12;0;7.102693386
12;1;6.943466578
12;2;6.805197915
12;3;6.786141747
12;4;6.658621006
12;5;6.608300143
12;6;6.656390368
12;7;6.688569949
12;8;6.747282074
12;9;6.796283157
12;10;6.798817061
12;11;6.834912777
13;0;9.120689904
13;1;9.124355653
13;2;9.128189549
13;3;9.132285763
13;4;9.135783536
13;5;9.138861617
13;6;9.140810676
13;7;9.144268153
13;8;9.147362154
13;9;9.148989503
13;10;9.151977838
13;11;9.15554048
14;0;8.102887174
14;1;8.109697145
14;2;8.116017821
14;3;8.121496077
14;4;8.125956264
14;5;8.131124807
14;6;8.138139999
14;7;8.147346683
14;8;8.154047578
14;9;8.161666264
14;10;8.168861444
14;11;8.169550656
15;0;8.775607088
15;1;8.78598811
15;2;8.797491319
15;3;8.817254376
15;4;8.826773751
15;5;8.833827962
15;6;8.840167107
15;7;8.849762826
15;8;8.859896839
15;9;8.874964817
15;10;8.896077812
15;11;8.917732274
16;0;8.414331181
16;1;8.42589753
16;2;8.432486271
16;3;8.445374272
16;4;8.453327949
16;5;8.461419328
16;6;8.470593207
16;7;8.480982716
16;8;8.490095917
16;9;8.500953125
16;10;8.509776424
16;11;8.52230021
