[17,36]
Strategy:XMA_18-24_OTBpur,GST_18-24_OTB-OTM,XST_24-40_OTB-OTM-OTT,CMT_18-24_OTB-OTM,GPV_24-40_OTB-OTT,XST_24-40_OTBpur,XST_24-40_OTB-OTT,GST_24-40_OTBpur,CST_18-24_OTBpur,CMT_24-40_OTB-OTM,GPV_18-24_OTB-OTT,XST_18-24_OTB-OTT,GPV_24-40_OTB-OTM-OTT,CST_24-40_OTBpur,GPV_24-40_OTBpur,CST_24-40_OTB-OTM-OTT,CST_24-40_OTB-OTT
TimeStep:0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0;0;29.68770833
0;1;25.48270833
0;2;28.45645833
0;3;25.90145833
0;4;28.07479167
0;5;25.63104167
0;6;27.97895833
0;7;30.32333333
0;8;26.04770833
0;9;27.040625
0;10;27.44375
0;11;27.37791667
0;12;26.61875
0;13;24.99333333
0;14;26.863125
0;15;27.48125
0;16;28.47229167
0;17;24.65520833
0;18;27.47354167
0;19;29.86541667
0;20;25.913125
0;21;25.75583333
0;22;26.548125
0;23;30.05770833
0;24;29.74347222
0;25;26.85416667
0;26;29.43791667
0;27;29.02777778
0;28;29.55611111
0;29;26.75083333
0;30;28.63416667
0;31;29.64333333
0;32;27.80055556
0;33;27.67875
0;34;27.66263889
0;35;29.65625
1;0;25.56426282
1;1;23.01221154
1;2;25.67278846
1;3;25.56227564
1;4;27.96044872
1;5;25.42432692
1;6;25.69570513
1;7;25.38307692
1;8;24.9400641
1;9;25.77163462
1;10;25.64657051
1;11;26.73384615
1;12;24.63548611
1;13;20.74277778
1;14;24.69743056
1;15;24.25479167
1;16;26.14097222
1;17;24.82263889
1;18;25.0509375
1;19;24.84868056
1;20;24.21520833
1;21;25.07986111
1;22;24.54302083
1;23;24.80927083
1;24;25.55267361
1;25;22.95996528
1;26;24.09923611
1;27;25.75607639
1;28;27.43604167
1;29;25.74305556
1;30;25.72861111
1;31;26.20166667
1;32;25.40065972
1;33;25.63628472
1;34;23.57079861
1;35;27.07524306
2;0;25.80708333
2;1;20.86291667
2;2;24.8625
2;3;23.39708333
2;4;25.11208333
2;5;22.06458333
2;6;23.98680556
2;7;22.99166667
2;8;23.30513889
2;9;21.92430556
2;10;22.55444444
2;11;26.04444444
2;12;26.73486111
2;13;22.69111111
2;14;23.46208333
2;15;25.77777778
2;16;27.70486111
2;17;25.335
2;18;25.49277778
2;19;23.42847222
2;20;22.20041667
2;21;24.83416667
2;22;24.16541667
2;23;25.48180556
2;24;25.25194444
2;25;21.43527778
2;26;22.3925
2;27;24.87069444
2;28;26.88083333
2;29;25.65375
2;30;24.11333333
2;31;22.97569444
2;32;22.79111111
2;33;23.44694444
2;34;24.82708333
2;35;27.49319444
3;0;27.72763889
3;1;23.97833333
3;2;27.37902778
3;3;26.52263889
3;4;28.90569444
3;5;26.57402778
3;6;27.89194444
3;7;27.17055556
3;8;28.02680556
3;9;29.41236111
3;10;28.97763889
3;11;29.29805556
3;12;27.99708333
3;13;25.15729167
3;14;27.70291667
3;15;28.0375
3;16;30.04958333
3;17;28.966875
3;18;29.55770833
3;19;29.16791667
3;20;28.13
3;21;29.46354167
3;22;28.756875
3;23;30.35104167
3;24;28.75125
3;25;26.17541667
3;26;27.42208333
3;27;28.09291667
3;28;28.33583333
3;29;27.08541667
3;30;28.91041667
3;31;28.57875
3;32;27.91708333
3;33;28.73291667
3;34;29.30958333
3;35;31
4;0;22.68520833
4;1;20.39666667
4;2;23.57583333
4;3;22.54875
4;4;23.25854167
4;5;19.575625
4;6;21.364375
4;7;22.07916667
4;8;20.12958333
4;9;21.02875
4;10;22.43666667
4;11;24.576875
4;12;20.80541667
4;13;18.11625
4;14;21.90229167
4;15;20.96791667
4;16;22.94583333
4;17;19.93354167
4;18;21.249375
4;19;20.39395833
4;20;19.89375
4;21;22.79354167
4;22;22.6025
4;23;22.6475
4;24;24.40229167
4;25;23.75645833
4;26;22.154375
4;27;23.285625
4;28;22.1525
4;29;20.56395833
4;30;22.004375
4;31;21.13625
4;32;22.90916667
4;33;21.26645833
4;34;21.18416667
4;35;24.08833333
5;0;24.63583333
5;1;21.43166667
5;2;23.63805556
5;3;22.14458333
5;4;24.60652778
5;5;21.92430556
5;6;23.63222222
5;7;22.945
5;8;25.75055556
5;9;27.1925
5;10;28.05680556
5;11;28.62333333
5;12;28.17972222
5;13;24.12791667
5;14;25.36958333
5;15;25.55583333
5;16;26.10583333
5;17;23.88180556
