TAXON_GROUP_NAME;YEAR;METIER;MONTH;VPUE
Lophius spp.;2017;OTB_CST_18-24_newFRA.reg.se;9;13.1072898076805
Lophius spp.;2017;OTB_CST_24-40_newFRA.reg.se;9;30.1719514849794
Lophius spp.;2017;OTB_GPV_24-40_newFRA.reg.se;9;60.1614935167331
Lophius spp.;2017;OTB_GST_18-24_newFRA.reg.se;9;11.1025674509832
Lophius spp.;2017;OTB_GST_24-40_newFRA.reg.se;9;28.5674284927106
Lophius spp.;2017;OTB_XMA_18-24_newFRA.reg.se;9;29.1219732452663
Lophius spp.;2017;OTB_XST_24-40_newFRA.reg.se;9;33.1862882675565
Lophius spp.;2017;OTT_CST_24-40_newFRA.reg.se;9;39.4518527838653
Lophius spp.;2017;OTT_GPV_18-24_newFRA.reg.se;9;14.6313412161806
Lophius spp.;2017;OTT_GPV_24-40_newFRA.reg.se;9;47.2423467425951
Lophius spp.;2017;OTT_GST_18-24_newFRA.reg.se;9;0.701776958186439
Lophius spp.;2017;OTT_XST_18-24_newFRA.reg.se;9;32.1084718171201
Lophius spp.;2017;OTT_XST_24-40_newFRA.reg.se;9;62.9963193043624
Lophius spp.;2017;GNS_FRA_newFRA.reg.se;10;20.5082109283658
Lophius spp.;2017;OTB_CMT_18-24_newFRA.reg.se;10;16.2172079630771
Lophius spp.;2017;OTB_CMT_24-40_newFRA.reg.se;10;28.7255014513675
Lophius spp.;2017;OTB_CST_18-24_newFRA.reg.se;10;12.3702411898475
Lophius spp.;2017;OTB_CST_24-40_newFRA.reg.se;10;17.1644656557757
Lophius spp.;2017;OTB_GPV_24-40_newFRA.reg.se;10;53.2376636444931
Lophius spp.;2017;OTB_GST_18-24_newFRA.reg.se;10;7.72573030316116
Lophius spp.;2017;OTB_GST_24-40_newFRA.reg.se;10;20.5712881450573
Lophius spp.;2017;OTB_XMA_18-24_newFRA.reg.se;10;20.4717365395957
Lophius spp.;2017;OTB_XST_24-40_newFRA.reg.se;10;32.2705727719763
Lophius spp.;2017;OTT_CST_24-40_newFRA.reg.se;10;28.3901117533267
Lophius spp.;2017;OTT_GPV_18-24_newFRA.reg.se;10;12.1288963821101
Lophius spp.;2017;OTT_GPV_24-40_newFRA.reg.se;10;30.1287219935583
Lophius spp.;2017;OTT_GST_18-24_newFRA.reg.se;10;12.532883672533
Lophius spp.;2017;OTT_XST_18-24_newFRA.reg.se;10;28.224224536997
Lophius spp.;2017;OTT_XST_24-40_newFRA.reg.se;10;43.2129693924554
Lophius spp.;2017;GNS_FRA_newFRA.reg.se;11;18.1748308459015
Lophius spp.;2017;OTB_CMT_18-24_newFRA.reg.se;11;14.0545137415624
Lophius spp.;2017;OTB_CMT_24-40_newFRA.reg.se;11;23.1015397167951
Lophius spp.;2017;OTB_CST_18-24_newFRA.reg.se;11;21.4419626265715
Lophius spp.;2017;OTB_CST_24-40_newFRA.reg.se;11;18.4072780066309
Lophius spp.;2017;OTB_GPV_24-40_newFRA.reg.se;11;31.177326230007
Lophius spp.;2017;OTB_GST_18-24_newFRA.reg.se;11;8.177231536702
Lophius spp.;2017;OTB_GST_24-40_newFRA.reg.se;11;23.7231808640034
Lophius spp.;2017;OTB_XMA_18-24_newFRA.reg.se;11;9.05756314386575
Lophius spp.;2017;OTB_XST_24-40_newFRA.reg.se;11;29.0673636431576
Lophius spp.;2017;OTM_GPV_24-40_newFRA.reg.se;11;61.8175102677184
Lophius spp.;2017;OTM_XMA_18-24_newFRA.reg.se;11;5.24011561643836
Lophius spp.;2017;OTM_XST_24-40_newFRA.reg.se;11;42.0094777681627
Lophius spp.;2017;OTT_CST_24-40_newFRA.reg.se;11;4.34776018494058
Lophius spp.;2017;OTT_GPV_18-24_newFRA.reg.se;11;16.5129441854212
Lophius spp.;2017;OTT_GPV_24-40_newFRA.reg.se;11;24.3548410856076
Lophius spp.;2017;OTT_GST_18-24_newFRA.reg.se;11;14.0627817242246
Lophius spp.;2017;OTT_XST_18-24_newFRA.reg.se;11;34.1687467795605
Lophius spp.;2017;OTT_XST_24-40_newFRA.reg.se;11;48.2015196779311
Lophius spp.;2017;GNS_FRA_newFRA.reg.se;12;10.3974974376421
Lophius spp.;2017;OTB_CMT_18-24_newFRA.reg.se;12;24.2865897058839
Lophius spp.;2017;OTB_CMT_24-40_newFRA.reg.se;12;27.0836809279467
Lophius spp.;2017;OTB_CST_18-24_newFRA.reg.se;12;24.7131967280561
Lophius spp.;2017;OTB_CST_24-40_newFRA.reg.se;12;29.1625633680687
Lophius spp.;2017;OTB_GPV_24-40_newFRA.reg.se;12;47.0661779122223
Lophius spp.;2017;OTB_GST_18-24_newFRA.reg.se;12;8.56565820223055
Lophius spp.;2017;OTB_GST_24-40_newFRA.reg.se;12;27.3939521781493
Lophius spp.;2017;OTB_XMA_18-24_newFRA.reg.se;12;16.7257225673626
Lophius spp.;2017;OTB_XST_24-40_newFRA.reg.se;12;41.3108673235875
Lophius spp.;2017;OTM_CMT_24-40_newFRA.reg.se;12;12.3737069155802
Lophius spp.;2017;OTM_GPV_24-40_newFRA.reg.se;12;27.3271692364875
Lophius spp.;2017;OTM_XST_24-40_newFRA.reg.se;12;181.557095158598
Lophius spp.;2017;OTT_GPV_18-24_newFRA.reg.se;12;14.6154348463016
Lophius spp.;2017;OTT_GPV_24-40_newFRA.reg.se;12;36.5316646045445
Lophius spp.;2017;OTT_GST_18-24_newFRA.reg.se;12;24.2785728503886
Lophius spp.;2017;OTT_XST_18-24_newFRA.reg.se;12;30.1699675004462
Lophius spp.;2017;OTT_XST_24-40_newFRA.reg.se;12;81.7718181084705
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;1;6.51949493093788
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;1;31.1668834088236
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;1;86.9925894739453
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;1;35.7248721419768
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;1;57.205693975311
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;1;14.7759783876383
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;1;49.2865031367258
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;1;43.6405759547155
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;1;100.157259768972
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;1;85.8158259419164
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;1;51.026674369713
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;1;64.4957069565096
Merluccius merluccius;2017;OTM_CST_24-40_newFRA.reg.se;1;12.4585101282984
Merluccius merluccius;2017;OTM_GPV_24-40_newFRA.reg.se;1;60.2673006337082
Merluccius merluccius;2017;OTM_XST_24-40_newFRA.reg.se;1;33.2862303602771
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;1;40.7206440289448
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;1;42.5937503917064
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;1;72.4819409632359
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;1;46.5774952400016
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;1;41.6472418035349
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;1;60.7016599911728
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;2;17.2802355669461
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;2;37.884713596918
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;2;96.0772880010338
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;2;34.2322178618348
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;2;59.2421937372175
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;2;49.3967855488652
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;2;37.6987682808053
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;2;40.9818132795718
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;2;74.3504484230065
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;2;78.8346299147819
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;2;57.9552018157088
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;2;54.2998662994058
Merluccius merluccius;2017;OTM_GPV_24-40_newFRA.reg.se;2;106.726772371198
Merluccius merluccius;2017;OTM_GST_18-24_newFRA.reg.se;2;13.6621604566582
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;2;44.1424681764977
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;2;50.1826330397549
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;2;69.8801683738483
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;2;40.0402230353535
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;2;38.3691415271071
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;2;69.0198088168108
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;3;62.0033502092469
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;3;33.8766798356777
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;3;89.3361829403913
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;3;29.5451550486078
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;3;55.1731103091467
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;3;22.0058037923518
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;3;47.8480051692137
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;3;39.3025070887502
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;3;78.5110132975931
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;3;61.2479073238266
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;3;52.004833060352
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;3;28.8382343103963
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;3;39.064444182706
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;3;33.4975492559207
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;3;44.6720315114644
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;3;41.4992449700233
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;3;44.1268846539565
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;3;68.6394185093532
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;4;64.3484893590466
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;4;56.9317188217449
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;4;108.292683378798
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;4;31.9766633308902
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;4;67.8494043294219
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;4;25.4540464359445
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;4;61.0688227639927
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;4;45.5314456148797
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;4;87.1206414220824
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;4;87.4109849073612
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;4;62.5944134795462
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;4;54.7475937924056
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;4;39.8825542185445
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;4;21.6828716915238
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;4;49.8088012993672
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;4;31.4195238061927
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;4;40.6921173015915
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;4;71.0078687964572
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;5;54.7589179994772
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;5;43.4599394638242
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;5;87.5260735062079
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;5;24.8452988130253
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;5;56.1026297565451
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;5;19.7333180945257
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;5;60.8805760221669
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;5;32.2645742449068
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;5;74.9920613426833
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;5;34.4775242721491
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;5;56.2956472714395
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;5;63.2196464029802
Merluccius merluccius;2017;OTM_GST_18-24_newFRA.reg.se;5;8.97327914438503
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;5;48.4625855796469
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;5;44.3443362554945
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;5;37.7160352405033
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;5;40.5019199240643
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;5;55.4928496318405
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;6;80.923597311388
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;6;30.1821579447384
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;6;73.5840068340051
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;6;26.3457150130176
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;6;48.1039250903089
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;6;14.1404948007714
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;6;37.8247792718138
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;6;23.7931929240077
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;6;54.0853834409075
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;6;43.9041028439717
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;6;43.7882775396987
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;6;54.25476146013
Merluccius merluccius;2017;OTM_GPV_24-40_newFRA.reg.se;6;60.5953388399299
Merluccius merluccius;2017;OTM_GST_18-24_newFRA.reg.se;6;2.23080705505077
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;6;34.0723238971997
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;6;13.5755753681842
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;6;34.9532879978487
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;6;27.0723806153354
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;6;32.7976564384565
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;6;52.2007446741068
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;7;55.1934167459249
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;7;34.4409990420132
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;7;86.9637168036688
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;7;23.7753376186795
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;7;55.531252508301
Merluccius merluccius;2017;OTB_GPV_18-24_newFRA.reg.se;7;19.3532115790702
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;7;29.7175439993121
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;7;29.1354905765566
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;7;60.6608086067087
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;7;47.8524967955533
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;7;52.218759251512
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;7;68.2942814596186
Merluccius merluccius;2017;OTM_GST_18-24_newFRA.reg.se;7;3.93329021528227
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;7;38.4105095284817
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;7;22.9068974984381
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;7;43.9210616178627
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;7;9.80181931611124
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;7;40.7407050627405
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;7;63.3453718756155
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;8;60.8570902404459
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;8;18.2191481912585
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;8;69.0497309496799
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;8;17.7912246359616
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;8;37.170610206468
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;8;40.5218001113641
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;8;21.1605161945609
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;8;43.1587266121809
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;8;70.2300841033039
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;8;54.821462246348
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;8;63.0918488792845
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;8;32.2194006598991
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;8;12.2607700083277
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;8;25.5920678708294
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;8;4.9109276918782
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;8;43.0010473509902
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;8;52.034849848916
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;9;99.5569088346575
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;9;23.8176758087326
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;9;76.2038700595928
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;9;17.8361877863902
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;9;39.1446822077845
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;9;40.6469599534648
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;9;28.8172749199717
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;9;62.3414116612604
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;9;39.6430028429237
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;9;50.145591252537
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;9;47.5295272575618
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;9;27.75255506582
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;9;9.25958078327535
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;9;30.2416837852947
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;9;8.8361462166996
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;9;36.9140355238833
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;9;55.3367369896841
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;10;126.664221689567
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;10;18.7000008094905
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;10;57.5842224085933
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;10;18.619296230382
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;10;30.56011187923
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;10;18.5613671002428
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;10;19.5312085216467
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;10;48.3930752390177
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;10;42.3904722588569
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;10;40.5565897052054
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;10;22.4988507339287
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;10;23.9357549404297
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;10;7.64880374790538
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;10;24.4314245120577
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;10;20.6949029432863
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;10;28.6565786128408
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;10;45.9431891802674
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;11;195.341439583559
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;11;16.6708841556673
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;11;58.4590470173592
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;11;20.1164922347651
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;11;18.9327812455014
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;11;24.8606145009457
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;11;18.0598100106583
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;11;54.2608239383887
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;11;32.8298690185958
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;11;30.6119374728966
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;11;18.295219581382
Merluccius merluccius;2017;OTM_CST_24-40_newFRA.reg.se;11;16.8332880739755
Merluccius merluccius;2017;OTM_GPV_24-40_newFRA.reg.se;11;65.9133828837345
Merluccius merluccius;2017;OTM_XMA_18-24_newFRA.reg.se;11;16.4123503140661
Merluccius merluccius;2017;OTM_XST_24-40_newFRA.reg.se;11;23.9728838798861
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;11;4.59731476308659
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;11;8.48208188189065
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;11;23.2932533562592
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;11;20.0547062235957
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;11;28.2158591203646
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;11;40.6988873957546
Merluccius merluccius;2017;GNS_FRA_newFRA.reg.se;12;2.2647389579315
Merluccius merluccius;2017;OTB_CMT_18-24_newFRA.reg.se;12;15.7476549487562
Merluccius merluccius;2017;OTB_CMT_24-40_newFRA.reg.se;12;60.2053659362516
Merluccius merluccius;2017;OTB_CST_18-24_newFRA.reg.se;12;17.6988506257692
Merluccius merluccius;2017;OTB_CST_24-40_newFRA.reg.se;12;26.926975445176
Merluccius merluccius;2017;OTB_GPV_24-40_newFRA.reg.se;12;24.5834106619634
Merluccius merluccius;2017;OTB_GST_18-24_newFRA.reg.se;12;8.24151838162372
Merluccius merluccius;2017;OTB_GST_24-40_newFRA.reg.se;12;44.3416401995469
Merluccius merluccius;2017;OTB_XMA_18-24_newFRA.reg.se;12;34.1004519652637
Merluccius merluccius;2017;OTB_XST_24-40_newFRA.reg.se;12;33.4065277694342
Merluccius merluccius;2017;OTM_CMT_24-40_newFRA.reg.se;12;39.6672443858333
Merluccius merluccius;2017;OTM_CST_24-40_newFRA.reg.se;12;11.816659156697
Merluccius merluccius;2017;OTM_GPV_24-40_newFRA.reg.se;12;13.126131505148
Merluccius merluccius;2017;OTM_XST_24-40_newFRA.reg.se;12;23.2932101472955
Merluccius merluccius;2017;OTT_CST_24-40_newFRA.reg.se;12;14.8868494807184
Merluccius merluccius;2017;OTT_GPV_18-24_newFRA.reg.se;12;8.00709375321865
Merluccius merluccius;2017;OTT_GPV_24-40_newFRA.reg.se;12;20.4913387067646
Merluccius merluccius;2017;OTT_GST_18-24_newFRA.reg.se;12;14.6893561715508
Merluccius merluccius;2017;OTT_XST_18-24_newFRA.reg.se;12;20.6167266810212
Merluccius merluccius;2017;OTT_XST_24-40_newFRA.reg.se;12;43.748262053267
Mullus spp.;2017;OTB_CMT_18-24_newFRA.reg.se;1;15.7960003908796
Mullus spp.;2017;OTB_CMT_24-40_newFRA.reg.se;1;5.75251816214752
Mullus spp.;2017;OTB_CST_18-24_newFRA.reg.se;1;6.68867621812334
Mullus spp.;2017;OTB_CST_24-40_newFRA.reg.se;1;7.68601768359331
Mullus spp.;2017;OTB_GPV_18-24_newFRA.reg.se;1;3.3942517861182
Mullus spp.;2017;OTB_GPV_24-40_newFRA.reg.se;1;47.9874782685429
Mullus spp.;2017;OTB_GST_18-24_newFRA.reg.se;1;2.76956740926407
Mullus spp.;2017;OTB_GST_24-40_newFRA.reg.se;1;2.93636766149933
Mullus spp.;2017;OTB_XMA_18-24_newFRA.reg.se;1;14.7523116975579
Mullus spp.;2017;OTB_XST_24-40_newFRA.reg.se;1;13.3121725398478
Mullus spp.;2017;OTM_GPV_24-40_newFRA.reg.se;1;17.3832541749857
Mullus spp.;2017;OTM_XST_24-40_newFRA.reg.se;1;19.9561542964489
Mullus spp.;2017;OTT_CST_24-40_newFRA.reg.se;1;13.5778121196162
Mullus spp.;2017;OTT_GPV_18-24_newFRA.reg.se;1;9.49591825851859
Mullus spp.;2017;OTT_GPV_24-40_newFRA.reg.se;1;19.8597793794216
Mullus spp.;2017;OTT_XST_18-24_newFRA.reg.se;1;12.2819897635488
Mullus spp.;2017;OTT_XST_24-40_newFRA.reg.se;1;30.502393610144
Mullus spp.;2017;OTB_CMT_18-24_newFRA.reg.se;2;10.0651801385843
Mullus spp.;2017;OTB_CMT_24-40_newFRA.reg.se;2;6.47597615165327
Mullus spp.;2017;OTB_CST_18-24_newFRA.reg.se;2;5.97168325983025
Mullus spp.;2017;OTB_CST_24-40_newFRA.reg.se;2;11.0855738339834
Mullus spp.;2017;OTB_GPV_18-24_newFRA.reg.se;2;10.9482352941177
Mullus spp.;2017;OTB_GPV_24-40_newFRA.reg.se;2;25.7654825424332
Mullus spp.;2017;OTB_GST_18-24_newFRA.reg.se;2;4.99551929116554
Mullus spp.;2017;OTB_GST_24-40_newFRA.reg.se;2;5.1260602459177
Mullus spp.;2017;OTB_XMA_18-24_newFRA.reg.se;2;29.0378672000476
Mullus spp.;2017;OTB_XST_24-40_newFRA.reg.se;2;17.9069134443341
Mullus spp.;2017;OTM_GPV_24-40_newFRA.reg.se;2;38.9137759721108
